iter	RMSE
578	1.539917568
579	1.538197199
580	1.536062904
581	1.534118358
582	1.531857963
583	1.529720176
584	1.527624845
585	1.52495706
586	1.52289065
587	1.520915406
588	1.518464524
589	1.516513275
590	1.514598813
591	1.511919343
592	1.510754991
593	1.508542463
594	1.506853647
595	1.505194486
596	1.50344254
597	1.501181484
598	1.498413409
599	1.496557105
600	1.495428379
601	1.493613629
602	1.491487702
603	1.489526838
604	1.48785206
605	1.485851648
606	1.48413136
607	1.482395302
608	1.479673412
609	1.47762937
610	1.474291677
611	1.471976966
612	1.470353242
613	1.468986883
614	1.467436104
615	1.464743147
616	1.463683331
617	1.462314909
618	1.460500296
619	1.459078689
620	1.456830753
621	1.454575744
622	1.453091775
623	1.45116562
624	1.449391928
625	1.447854641
626	1.446602811
627	1.445163239
628	1.442525356
629	1.440769774
630	1.439292151
631	1.437589134
632	1.436562855
633	1.435022254
634	1.433824307
635	1.432423472
636	1.430502707
637	1.428912965
638	1.427398053
639	1.425064732
640	1.422835331
641	1.421301504
642	1.418802796
643	1.417610281
644	1.416269881
645	1.414356364
646	1.411964239
647	1.410226398
648	1.407994627
649	1.406332554
650	1.403503295
651	1.40143727
652	1.399587325
653	1.397689155
654	1.395572449
655	1.394112178
656	1.392383356
657	1.390930453
658	1.389581985
659	1.387825592
660	1.386963518
661	1.385642028
662	1.383882188
663	1.381808904
664	1.379584025
665	1.377399159
666	1.375996552
667	1.374662254
668	1.372024918
669	1.370507986
670	1.369142226
671	1.368144226
672	1.365696456
673	1.364621042
674	1.3630419
675	1.360713419
676	1.359026307
677	1.357867013
678	1.356465771
679	1.354927988
680	1.35371441
681	1.352478515
682	1.35137804
683	1.350353846
684	1.348822635
685	1.347615463
686	1.346127516
687	1.344826279
688	1.343535167
689	1.341973871
690	1.339722721
691	1.338324565
692	1.336724447
693	1.335050743
694	1.333575463
695	1.332355212
696	1.331131782
697	1.329857988
698	1.328524121
699	1.327232567
700	1.326063467
701	1.323856719
702	1.322603833
703	1.321562471
704	1.320405608
705	1.319313389
706	1.317339173
707	1.31606397
708	1.314697799
709	1.313583975
710	1.31176768
711	1.310316733
712	1.309203072
713	1.308020346
714	1.305984162
715	1.304570931
716	1.303078493
717	1.301876802
718	1.300317735
719	1.298960817
720	1.297596771
721	1.296844634
722	1.295756233
723	1.29408509
724	1.292865486
725	1.291342235
726	1.290395771
727	1.289524951
728	1.288062554
729	1.287018815
730	1.285724767
731	1.283892994
732	1.282866837
733	1.281656317
734	1.280633619
735	1.279155281
736	1.277394204
737	1.275764111
738	1.274282198
739	1.273396416
740	1.272174597
741	1.271100813
742	1.269992262
743	1.268210095
744	1.266368117
745	1.265228998
746	1.264222922
747	1.263201504
748	1.262174971
749	1.261180944
750	1.259560665
751	1.258836421
752	1.257290545
753	1.256352637
754	1.254770285
755	1.25379451
756	1.252439281
757	1.251472548
758	1.249981445
759	1.249052613
760	1.247882298
761	1.246801234
762	1.245517079
763	1.244455863
764	1.243457823
765	1.242380656
766	1.241246796
767	1.239953805
768	1.238970932
769	1.237751727
770	1.236203922
771	1.234998353
772	1.233329017
773	1.232400612
774	1.231384266
775	1.230379449
776	1.229071798
777	1.227855482
778	1.226592734
779	1.225566391
780	1.224382835
781	1.223564026
782	1.221453291
783	1.220500025
784	1.21954791
785	1.218418017
786	1.21721795
787	1.215601925
788	1.214894401
789	1.214015247
790	1.212366149
791	1.211410419
792	1.209429985
793	1.208546281
794	1.207478624
795	1.206365942
796	1.205800936
797	1.204535343
798	1.203431157
799	1.202366226
800	1.200877123
801	1.199940273
802	1.199088663
803	1.198079147
804	1.197288066
805	1.196386717
806	1.195199617
807	1.194450087
808	1.193578107
809	1.192749779
810	1.191786223
811	1.190806756
812	1.189766566
813	1.189017235
814	1.187772405
815	1.186913723
816	1.186042165
817	1.185050573
818	1.184164098
819	1.183243679
820	1.182390677
821	1.18134137
822	1.180265447
823	1.179218823
824	1.178328105
825	1.177352345
826	1.176559622
827	1.175474949
828	1.174571732
829	1.173719092
830	1.172271619
831	1.171513911
832	1.170728987
833	1.169857833
834	1.169008492
835	1.168263364
836	1.16723447
837	1.166406967
838	1.165484436
839	1.16448236
840	1.163740511
841	1.162306126
842	1.161123402
843	1.160299782
844	1.158824774
845	1.15819831
846	1.15735425
847	1.156736443
848	1.156066291
849	1.155061506
850	1.154282678
851	1.152762717
852	1.151559566
853	1.150737701
854	1.149270137
855	1.148785128
856	1.14799191
857	1.147254495
858	1.145521956
859	1.14478568
860	1.144000278
861	1.143079217
862	1.142039364
863	1.141121965
864	1.14047333
865	1.139089078
866	1.138360617
867	1.137251412
868	1.136318561
869	1.135651328
870	1.134812698
871	1.133999437
872	1.133055846
873	1.132331211
874	1.131737134
875	1.13050231
876	1.128608451
877	1.127848307
878	1.126930941
879	1.126346835
880	1.125637166
881	1.1245857
882	1.123702781
883	1.122541896
884	1.121861128
885	1.120846187
886	1.119964037
887	1.119184811
888	1.118405149
889	1.117267017
890	1.116449468
891	1.11474163
892	1.113732199
893	1.112924214
894	1.112450256
895	1.111693228
896	1.110144482
897	1.109627713
898	1.108584855
899	1.10773745
900	1.106893067
901	1.106015967
902	1.10517506
903	1.104203329
904	1.103394116
905	1.102753767
906	1.101914342
907	1.10128949
908	1.1004094
909	1.09944748
910	1.098456129
911	1.097636954
912	1.097023588
913	1.095960815
914	1.095166341
915	1.094611714
916	1.094052292
917	1.093629221
918	1.092979348
919	1.092240618
920	1.091646599
921	1.090961778
922	1.090388901
923	1.089048215
924	1.087818312
925	1.087014446
926	1.086214608
927	1.085188595
928	1.084044617
929	1.083061467
930	1.082530775
931	1.082074669
932	1.081354968
933	1.080483632
934	1.079761832
935	1.079052001
936	1.078089413
937	1.077526642
938	1.076923389
939	1.076259277
940	1.075533027
941	1.074927088
942	1.074155054
943	1.07355918
944	1.073032076
945	1.072426477
946	1.071851643
947	1.071296544
948	1.070531229
949	1.069138183
950	1.068170013
951	1.067239366
952	1.066699377
953	1.065530022
954	1.064708193
955	1.064264054
956	1.062924073
957	1.06220259
958	1.061338526
959	1.060655708
960	1.059972506
961	1.059275024
962	1.058614878
963	1.058186424
964	1.057307379
965	1.056604818
966	1.055939606
967	1.054830417
968	1.054205843
969	1.053544225
970	1.053002575
971	1.052507054
972	1.051879514
973	1.051188815
974	1.050680587
975	1.050072626
976	1.0491792
977	1.048372146
978	1.047605346
979	1.046519608
980	1.04604539
981	1.045106694
982	1.044279483
983	1.04359166
984	1.042836204
985	1.042144734
986	1.041705483
987	1.041168417
988	1.040563273
989	1.039909926
990	1.039249301
991	1.038568125
992	1.037978817
993	1.036583079
994	1.036100227
995	1.035594646
996	1.034867764
997	1.034460279
998	1.033673648
999	1.03284585
1000	1.032410472
1001	1.031364684
1002	1.030790288
1003	1.029950277
1004	1.029358625
1005	1.028761793
1006	1.028081358
1007	1.027411645
1008	1.026795068
1009	1.026226358
1010	1.025051899
1011	1.02449002
1012	1.023816755
1013	1.0233484
1014	1.022737593
1015	1.022210211
1016	1.021245247
1017	1.02057736
1018	1.019398282
1019	1.018383138
1020	1.018021863
1021	1.017517176
1022	1.01678508
1023	1.016195454
1024	1.015402837
1025	1.014971721
1026	1.01440138
1027	1.013574229
1028	1.012824305
1029	1.011810741
1030	1.011123183
1031	1.010696264
1032	1.009962271
1033	1.009345994
1034	1.008946031
1035	1.008107807
1036	1.007777744
1037	1.006814264
1038	1.006356839
1039	1.005797595
1040	1.005373109
1041	1.004811475
1042	1.004222491
1043	1.003711966
1044	1.003068385
1045	1.002479871
1046	1.001800227
1047	1.001287574
1048	1.000716375
1049	0.9999945305
1050	0.9996365013
1051	0.9991070897
1052	0.9985289487
1053	0.9979082583
1054	0.9974102347
1055	0.9969269142
1056	0.9962903584
1057	0.9953440739
1058	0.9945781538
1059	0.9940182448
1060	0.9930684521
1061	0.992543387
1062	0.9920527332
1063	0.9913021757
1064	0.9902067654
1065	0.9895240043
1066	0.9886131747
1067	0.9881616574
1068	0.9875752073
1069	0.9869993557
1070	0.9866775865
1071	0.9862005339
1072	0.9858140744
1073	0.9852558879
1074	0.9846016752
1075	0.9839979847
1076	0.983419968
1077	0.9828130979
1078	0.9821466271
1079	0.9814660031
1080	0.9807369997
1081	0.9795912667
1082	0.979047957
1083	0.9786775151
1084	0.978081973
1085	0.9773860387
1086	0.9766950183
1087	0.9762378295
1088	0.9758019004
1089	0.9752183278
1090	0.974693007
1091	0.9740721615
1092	0.9734202904
1093	0.9728892889
1094	0.9722252793
1095	0.9716776595
1096	0.971171987
1097	0.9702871252
1098	0.9697595379
1099	0.9692292037
1100	0.9684453347
1101	0.9679384506
1102	0.9671123684
1103	0.9667548652
1104	0.965972358
1105	0.9654735363
1106	0.9649491187
1107	0.964474377
1108	0.9638696306
1109	0.9632804694
1110	0.9628373688
1111	0.962155875
1112	0.9617362604
1113	0.9612117749
1114	0.9607546001
1115	0.9600451921
1116	0.9594982481
1117	0.9592084068
1118	0.9585235905
1119	0.9579326452
1120	0.9573989558
1121	0.9569100748
1122	0.9558465867
1123	0.9551152668
1124	0.9546964766
1125	0.9540174532
1126	0.9536621475
1127	0.9531406228
1128	0.9525086376
1129	0.9520184596
1130	0.9513493133
1131	0.9510174351
1132	0.9503739005
1133	0.9497218885
1134	0.9489775739
1135	0.9484923362
1136	0.9481151164
1137	0.9474454788
1138	0.9469709579
1139	0.9464401434
1140	0.9457026983
1141	0.9449702794
1142	0.9442640839
1143	0.9439409633
1144	0.943558062
1145	0.9430385077
1146	0.9427092086
1147	0.9422428857
1148	0.9417255152
1149	0.9411640891
1150	0.9407959023
1151	0.9397845881
1152	0.9393527424
1153	0.9386932589
1154	0.9378536515
1155	0.9372485089
1156	0.9366672366
1157	0.9361879137
1158	0.9353859611
1159	0.9347036656
1160	0.9342526238
1161	0.9338131715
1162	0.9332846957
1163	0.9325969715
1164	0.9322256849
1165	0.9316435158
1166	0.9311208367
1167	0.9305239332
1168	0.930168429
1169	0.9297181761
1170	0.929205947
1171	0.9287634645
1172	0.9279560024
1173	0.9273290013
1174	0.9262641348
1175	0.9257058732
1176	0.9250374558
1177	0.9245555724
1178	0.9240857332
1179	0.9230696256
1180	0.9223711673
1181	0.921830984
1182	0.9213830999
1183	0.9209371902
1184	0.9205317779
1185	0.9200284857
1186	0.919508735
1187	0.919110934
1188	0.9187490172
1189	0.918296613
1190	0.9177723778
1191	0.9171698607
1192	0.9167549603
1193	0.9164007835
1194	0.9159457759
1195	0.9157046787
1196	0.915201122
1197	0.914793143
1198	0.9140813556
1199	0.9132233947
1200	0.9129207621
1201	0.9124353041
1202	0.9119746504
1203	0.9115406477
1204	0.9111753037
1205	0.9107879173
1206	0.9104006262
1207	0.9100521663
1208	0.9092267386
1209	0.908771059
1210	0.9084236604
1211	0.9079540252
1212	0.9075290455
1213	0.9067959971
1214	0.9064756993
1215	0.9061992189
1216	0.9054925968
1217	0.9047610011
1218	0.9041985699
1219	0.9037981738
1220	0.9032219923
1221	0.9025747909
1222	0.9021598846
1223	0.9015988271
1224	0.9009872672
1225	0.9001978764
1226	0.8998559077
1227	0.8995086013
1228	0.8991039705
1229	0.8987453001
1230	0.8984137312
1231	0.8980011828
1232	0.897362593
1233	0.8968616074
1234	0.896484017
1235	0.8960682066
1236	0.8956584396
1237	0.8953007706
1238	0.8948613781
1239	0.8946193095
1240	0.8943277741
1241	0.8937357872
1242	0.893443227
1243	0.8928315196
1244	0.8923125515
1245	0.89186156
1246	0.8910058835
1247	0.890494295
1248	0.8900151705
1249	0.8897826816
1250	0.8891357781
1251	0.8886086194
1252	0.8881660943
1253	0.887809922
1254	0.8874056663
1255	0.8870000096
1256	0.886440117
1257	0.8860965657
1258	0.8857953095
1259	0.8853701014
1260	0.8851089109
1261	0.8847653856
1262	0.8842963088
1263	0.8836776633
1264	0.883317544
1265	0.8829507233
1266	0.8825627988
1267	0.8821890341
1268	0.8817840997
1269	0.8815392378
1270	0.8808115867
1271	0.8803423567
1272	0.8799402385
1273	0.8794847491
1274	0.879100487
1275	0.8787377483
1276	0.8780989208
1277	0.8776069438
1278	0.8771816695
1279	0.876723189
1280	0.8760854511
1281	0.8756371766
1282	0.8753429676
1283	0.8748892906
1284	0.8743436056
1285	0.8739191932
1286	0.8737231401
1287	0.8730726901
1288	0.8727443386
1289	0.8721978748
1290	0.8719581474
1291	0.8714213897
1292	0.8710357999
1293	0.8707049465
1294	0.8703361803
1295	0.8699704291
1296	0.869674936
1297	0.8692779513
1298	0.8689137775
1299	0.868224574
1300	0.8678103161
1301	0.8673954649
1302	0.8669452619
1303	0.8666750518
1304	0.8663399755
1305	0.8660603763
1306	0.8657636653
1307	0.8654520888
1308	0.8649199163
1309	0.8645317542
1310	0.8637023101
1311	0.8633213463
1312	0.8629641273
1313	0.8624480474
1314	0.8618798888
1315	0.8614439867
1316	0.8611758264
1317	0.8608884494
1318	0.8604117565
1319	0.8599403935
1320	0.8593727814
1321	0.8591043989
1322	0.8588714727
1323	0.8584776082
1324	0.8581629627
1325	0.8579107884
1326	0.8574107723
1327	0.857200593
1328	0.8567737743
1329	0.8564295879
1330	0.8559732725
1331	0.8555253461
1332	0.8552263237
1333	0.8546934737
1334	0.8542897391
1335	0.8536946039
1336	0.8535063482
1337	0.8526891069
1338	0.8524589094
1339	0.8523068023
1340	0.8520194208
1341	0.8515523198
1342	0.8510324155
1343	0.850554234
1344	0.850014447
1345	0.8496540004
1346	0.8493710077
1347	0.849142718
1348	0.8486483692
1349	0.8480758236
1350	0.8475300842
1351	0.8471138513
1352	0.8467457292
1353	0.8462823749
1354	0.8460193626
1355	0.8452904393
1356	0.8449925395
1357	0.8446343969
1358	0.8442330491
1359	0.8438965213
1360	0.8436443448
1361	0.8432545632
1362	0.8425785128
1363	0.8424397362
1364	0.8420248518
1365	0.8417303548
1366	0.8414036949
1367	0.841152558
1368	0.8405937061
1369	0.8401511484
1370	0.8393720544
1371	0.8390016337
1372	0.8382192573
1373	0.8377887922
1374	0.8373591211
1375	0.837001731
1376	0.8365427719
1377	0.8362310013
1378	0.83596596
1379	0.8355166457
1380	0.8351921554
1381	0.8349430906
1382	0.8344307428
1383	0.8341325216
1384	0.8338634633
1385	0.8334671911
1386	0.8331743953
1387	0.8327858597
1388	0.8322023559
1389	0.8317805239
1390	0.8315893644
1391	0.8308599446
1392	0.8304503714
1393	0.8300825144
1394	0.8298010528
1395	0.8293795886
1396	0.8290400412
1397	0.8286623857
1398	0.8280046039
1399	0.8276635862
1400	0.8272420639
1401	0.8266843445
1402	0.8265484527
1403	0.8262366308
1404	0.8256204968
1405	0.8252312408
1406	0.8249708006
1407	0.8245639922
1408	0.8239640359
1409	0.8236814685
1410	0.823429221
1411	0.8231289563
1412	0.8227546107
1413	0.8225053211
1414	0.8222811992
1415	0.8219959869
1416	0.8215670651
1417	0.821232965
1418	0.8207621792
1419	0.8203912733
1420	0.820098339
1421	0.8198403933
1422	0.819205708
1423	0.8188705996
1424	0.8185554348
1425	0.8181045317
1426	0.8178554583
1427	0.8174294535
1428	0.8169346468
1429	0.8167146431
1430	0.8162180983
1431	0.8159401362
1432	0.8155520648
1433	0.8151679473
1434	0.8147903661
1435	0.8142935063
1436	0.8139052146
1437	0.8136460862
1438	0.8132225926
1439	0.813017474
1440	0.8126025258
1441	0.8119550413
1442	0.811114151
1443	0.8107054656
1444	0.81031199
1445	0.8100213623
1446	0.8096911306
1447	0.8092999213
1448	0.8089061311
1449	0.8083325142
1450	0.8080545127
1451	0.8078173157
1452	0.8074384177
1453	0.8072287703
1454	0.8069636192
1455	0.806563394
1456	0.8061660892
1457	0.8058644696
1458	0.8055549803
1459	0.8052903833
1460	0.8049628727
1461	0.8046348528
1462	0.8042324134
1463	0.804065441
1464	0.8034950251
1465	0.8030962872
1466	0.8026891844
1467	0.8022933691
1468	0.8020811503
1469	0.801770296
1470	0.8013129481
1471	0.8010941519
1472	0.800789069
1473	0.8005558187
1474	0.8003173972
1475	0.7999507494
1476	0.7995225504
1477	0.7992534325
1478	0.7988862034
1479	0.7987085375
1480	0.7982921703
1481	0.7978923642
1482	0.7974967266
1483	0.7971614458
1484	0.7969056634
1485	0.7967231949
1486	0.7960586173
1487	0.7956669244
1488	0.7951064081
1489	0.7948301666
1490	0.7944820542
1491	0.7943177061
1492	0.7939954228
1493	0.7937948733
1494	0.7933488399
1495	0.793079362
1496	0.792681426
1497	0.7923135677
1498	0.7921307242
1499	0.7919318384
1500	0.7911888183
1501	0.790616282
1502	0.7900983029
1503	0.7898120948
1504	0.7894578301
1505	0.7890841129
1506	0.7888300583
1507	0.7884671244
1508	0.7880799171
1509	0.7878615603
1510	0.7875218252
1511	0.7871795801
1512	0.7868453176
1513	0.786497265
1514	0.7862717937
1515	0.7860085268
1516	0.7857140602
1517	0.7855103006
1518	0.7849996421
1519	0.7845961388
1520	0.7842895277
1521	0.7840137491
1522	0.783719377
1523	0.7831687821
1524	0.7829990983
1525	0.7827136597
1526	0.7822578454
1527	0.7820513558
1528	0.7818503408
1529	0.7815150008
1530	0.7812109749
1531	0.7810545335
1532	0.7808627227
1533	0.7805783376
1534	0.7802529722
1535	0.7798880394
1536	0.7797550446
1537	0.779418317
1538	0.7791081542
1539	0.7787726194
1540	0.7784508778
1541	0.7782556008
1542	0.7779277732
1543	0.7776972474
1544	0.7774159582
1545	0.7771204345
1546	0.7769739834
1547	0.7766754592
1548	0.7763973225
1549	0.776088539
1550	0.7758223097
1551	0.7754463373
1552	0.7751335117
1553	0.7747539182
1554	0.7746349384
1555	0.7741219066
1556	0.7739283553
1557	0.7737429611
1558	0.7734539077
1559	0.7731574751
1560	0.7729297134
1561	0.7727417972
1562	0.7724317074
1563	0.7721432309
1564	0.7718896996
1565	0.7714550964
1566	0.7711963367
1567	0.7705180245
1568	0.7703012283
1569	0.7699828279
1570	0.7697976366
1571	0.7693702963
1572	0.7691796812
1573	0.7688332839
1574	0.7685581956
1575	0.7682244007
1576	0.7680022778
1577	0.7678033276
1578	0.7675219679
1579	0.7673532206
1580	0.7668801499
1581	0.7665660759
1582	0.7662358365
1583	0.7658825801
1584	0.7654054342
1585	0.7650190162
1586	0.7647990872
1587	0.764456981
1588	0.7641122578
1589	0.7637708237
1590	0.7633723566
1591	0.7629211529
1592	0.7625612582
1593	0.7620969631
1594	0.7618788844
1595	0.7616093537
1596	0.7612794105
1597	0.7608809639
1598	0.7606490527
1599	0.760276375
1600	0.7600994264
1601	0.7598429086
1602	0.7596997086
1603	0.7595006666
1604	0.7592891283
1605	0.7590094752
1606	0.7588088295
1607	0.7585549111
1608	0.7582131808
