iter	RMSE
1609	0.7579430035
1610	0.7577214175
1611	0.757481327
1612	0.7572185267
1613	0.7568808429
1614	0.7566342175
1615	0.7563739336
1616	0.7561886065
1617	0.7558437687
1618	0.7556462045
1619	0.7554812377
1620	0.7553089109
1621	0.755076311
1622	0.7547851878
1623	0.7545765556
1624	0.7543086663
1625	0.7538592908
1626	0.7535720924
1627	0.7533821285
1628	0.7532461902
1629	0.7529387529
1630	0.7526652529
1631	0.7524299325
1632	0.7520062341
1633	0.7516210648
1634	0.7513528077
1635	0.7510404887
1636	0.7507984414
1637	0.7504141744
1638	0.750175216
1639	0.7499475441
1640	0.7496388014
1641	0.7493914256
1642	0.7489705243
1643	0.7486883808
1644	0.7484036927
1645	0.7482179768
1646	0.747669362
1647	0.7474670481
1648	0.747242936
1649	0.7468406887
1650	0.7465277483
1651	0.74615943
1652	0.7459032839
1653	0.7456680034
1654	0.7454616542
1655	0.7450557425
1656	0.7446945759
1657	0.7444992908
1658	0.7442888416
1659	0.7440915242
1660	0.7439409752
1661	0.7436769375
1662	0.7434830956
1663	0.7431778319
1664	0.7427059602
1665	0.7425040886
1666	0.7422899245
1667	0.7419910354
1668	0.7415651257
1669	0.741283106
1670	0.7409685776
1671	0.7403328363
1672	0.7400959439
1673	0.739831626
1674	0.7394731131
1675	0.7389257349
1676	0.7387013497
1677	0.7383681135
1678	0.7381152947
1679	0.7376419864
1680	0.7373246137
1681	0.7370546502
1682	0.7368944619
1683	0.7365246553
1684	0.7362350656
1685	0.7357477969
1686	0.7355247504
1687	0.7353216959
1688	0.7351051028
1689	0.7347705212
1690	0.7344897777
1691	0.7343096009
1692	0.7338180251
1693	0.7335856938
1694	0.7330720269
1695	0.7327088025
1696	0.7325282888
1697	0.7323374865
1698	0.7321477228
1699	0.7318233479
1700	0.7317009595
1701	0.7314820653
1702	0.7311944263
1703	0.7309420016
1704	0.7305829475
1705	0.7304181031
1706	0.7302038052
1707	0.729994926
1708	0.7298149413
1709	0.729611404
1710	0.7292705452
1711	0.7288720232
1712	0.7283450639
1713	0.7281750527
1714	0.7278769472
1715	0.7276490101
1716	0.7272805249
1717	0.7268917147
1718	0.7265817098
1719	0.7263288823
1720	0.726089517
1721	0.7257757462
1722	0.7255351444
1723	0.7252987529
1724	0.7250682346
1725	0.7247692679
1726	0.7243971964
1727	0.7242032092
1728	0.7239391698
1729	0.7235891133
1730	0.7233679754
1731	0.7231063887
1732	0.72281699
1733	0.7225673935
1734	0.7223012242
1735	0.7220714344
1736	0.7217299997
1737	0.7214606512
1738	0.7212671183
1739	0.7210941151
1740	0.7209114422
1741	0.7207327801
1742	0.7205162828
1743	0.720318968
1744	0.7201301927
1745	0.7199405401
1746	0.7196923779
1747	0.7193950545
1748	0.7192619758
1749	0.7190807578
1750	0.718764739
1751	0.7184838821
1752	0.7182769852
1753	0.7180232986
1754	0.7178762377
1755	0.7177060584
1756	0.7174207017
1757	0.7171529339
1758	0.7167834186
1759	0.7165611986
1760	0.7163988585
1761	0.7159566244
1762	0.7157218534
1763	0.715483415
1764	0.7152040504
1765	0.7149796381
1766	0.7148341073
1767	0.714636458
1768	0.7145053446
1769	0.714299978
1770	0.7141697265
1771	0.7137410375
1772	0.7135597091
1773	0.71336883
1774	0.7131128354
1775	0.7128802207
1776	0.712714468
1777	0.7125180818
1778	0.712098984
1779	0.7118729501
1780	0.7115808997
1781	0.7113366747
1782	0.7111166781
1783	0.7108910881
1784	0.7107609192
1785	0.7104174079
1786	0.7101914131
1787	0.7099466701
1788	0.7096754657
1789	0.7093043423
1790	0.7091505201
1791	0.7090370686
1792	0.7089367425
1793	0.7088008327
1794	0.7085434838
1795	0.7082733885
1796	0.7080632198
1797	0.7078268955
1798	0.7075179497
1799	0.7072644104
1800	0.7071001109
1801	0.7068861683
1802	0.7066064826
1803	0.7063313439
1804	0.7060766335
1805	0.7058280904
1806	0.705675258
1807	0.7054367661
1808	0.7052713062
1809	0.705178541
1810	0.7049746581
1811	0.7048428504
1812	0.7046244413
1813	0.7044067439
1814	0.7042407027
1815	0.7040626606
1816	0.703795688
1817	0.7036259265
1818	0.7033243489
1819	0.7031524965
1820	0.7029267737
1821	0.7026858586
1822	0.7022560837
1823	0.7019956674
1824	0.7015948023
1825	0.7013985196
1826	0.7012544498
1827	0.7009151975
1828	0.7007579711
1829	0.7005703297
1830	0.7002984667
1831	0.7001092143
1832	0.6999518639
1833	0.6998170668
1834	0.6996491294
1835	0.6994518222
1836	0.6991671428
1837	0.698988293
1838	0.6987713061
1839	0.6985993227
1840	0.6984013945
1841	0.6981919953
1842	0.6979839089
1843	0.6978714937
1844	0.6976160645
1845	0.6973500025
1846	0.6971082124
1847	0.6968409646
1848	0.6966976
1849	0.6965600071
1850	0.6963517892
1851	0.6961800033
1852	0.6960011775
1853	0.6958489807
1854	0.6956795382
1855	0.695432521
1856	0.6950909967
1857	0.6949307394
1858	0.6947361037
1859	0.6944935832
1860	0.6942108022
1861	0.6939626916
1862	0.6937960697
1863	0.6935909377
1864	0.6934493202
1865	0.6932895883
1866	0.693051501
1867	0.6929729598
1868	0.6928439054
1869	0.692680599
1870	0.6924144302
1871	0.6921910202
1872	0.692046078
1873	0.6918603182
1874	0.6917625699
1875	0.6913704129
1876	0.6909174909
1877	0.6907544203
1878	0.6904636994
1879	0.6902370425
1880	0.6901122291
1881	0.6898595306
1882	0.6894141557
1883	0.6892520115
1884	0.6890644472
1885	0.6887747095
1886	0.6885547344
1887	0.688459529
1888	0.6882313147
1889	0.6881078114
1890	0.6877613666
1891	0.6875335128
1892	0.687274478
1893	0.6871374285
1894	0.6867973206
1895	0.6865073164
1896	0.6863914334
1897	0.6862160634
1898	0.6859880719
1899	0.6857887826
1900	0.6856574419
1901	0.6853213443
1902	0.6850851233
1903	0.6848527198
1904	0.6846713828
1905	0.6843917151
1906	0.6841780533
1907	0.683879547
1908	0.683502585
1909	0.6832356625
1910	0.6830353245
1911	0.682846736
1912	0.6827237692
1913	0.6824749941
1914	0.682299493
1915	0.6821083949
1916	0.6816256182
1917	0.6814912867
1918	0.6812796778
1919	0.6810460004
1920	0.6808440778
1921	0.6807026315
1922	0.6804704056
1923	0.6802031027
1924	0.6798566707
1925	0.6796356294
1926	0.6794276368
1927	0.6792305038
1928	0.6790096151
1929	0.6787309177
1930	0.6784773692
1931	0.6782687982
1932	0.6781824822
1933	0.6779532246
1934	0.6777502142
1935	0.6775384097
1936	0.6773636276
1937	0.6772271103
1938	0.6770616389
1939	0.6769601781
1940	0.6768015411
1941	0.6765696495
1942	0.6763957677
1943	0.6762365087
1944	0.6760920165
1945	0.6758891643
1946	0.6757693586
1947	0.6755717074
1948	0.6752535854
1949	0.6750325266
1950	0.674811499
1951	0.6745319484
1952	0.6743116582
1953	0.6741517698
1954	0.673984451
1955	0.673679164
1956	0.673351214
1957	0.6731485339
1958	0.6729448988
1959	0.672871904
1960	0.6727255093
1961	0.672455427
1962	0.6722775226
1963	0.6719849485
1964	0.6717860131
1965	0.6716511772
1966	0.6715082164
1967	0.671204326
1968	0.6710275255
1969	0.6709649836
1970	0.6705322077
1971	0.6702854097
1972	0.6699662892
1973	0.6697072409
1974	0.6694934057
1975	0.6693323985
1976	0.669159345
1977	0.6690194678
1978	0.6688956366
1979	0.6687411023
1980	0.6684105146
1981	0.6682760601
1982	0.6680333441
1983	0.6678528971
1984	0.6676795877
1985	0.6675355312
1986	0.6672740589
1987	0.6671052935
1988	0.6668418241
1989	0.6665889734
1990	0.6663843903
1991	0.6661368517
1992	0.6659604646
1993	0.6657602384
1994	0.665609346
1995	0.6654870226
1996	0.6654046471
1997	0.6651592015
1998	0.6650390251
1999	0.6647283922
2000	0.6645534463
2001	0.6640796552
2002	0.6638776172
2003	0.6636742549
2004	0.6634795038
2005	0.6633491816
2006	0.6631619702
2007	0.663068305
2008	0.6629228516
2009	0.6627627717
2010	0.6626191196
2011	0.6624929044
2012	0.6622759952
2013	0.6621134941
2014	0.6620014101
2015	0.6618376747
2016	0.6617271197
2017	0.6615304234
2018	0.6611630322
2019	0.6609754642
2020	0.6607149624
2021	0.6605535883
2022	0.6603906438
2023	0.6602048386
2024	0.6601001558
2025	0.6597409238
2026	0.659618379
2027	0.6593620269
2028	0.6591481008
2029	0.659013896
2030	0.6588611597
2031	0.6586751217
2032	0.6585179725
2033	0.6582954552
2034	0.6580976517
2035	0.6579283243
2036	0.6577450803
2037	0.6573712003
2038	0.6571829328
2039	0.6570289416
2040	0.6567353384
2041	0.656625356
2042	0.6563864325
2043	0.6562758794
2044	0.6561783834
2045	0.6560468021
2046	0.6558865211
2047	0.655678469
2048	0.6555186825
2049	0.6553633726
2050	0.6550307734
2051	0.6549146753
2052	0.6546234236
2053	0.6544021583
2054	0.6540775141
2055	0.6539488088
2056	0.6537802207
2057	0.6537004254
2058	0.6536212851
2059	0.6534346143
2060	0.6533115966
2061	0.6531473959
2062	0.652929471
2063	0.6527090338
2064	0.6523959964
2065	0.6522373696
2066	0.652050386
2067	0.651754616
2068	0.6515310276
2069	0.6513081573
2070	0.6512067534
2071	0.6510347743
2072	0.6507919265
2073	0.6506764598
2074	0.6504911207
2075	0.6503181744
2076	0.6502097543
2077	0.6500939064
2078	0.6499843509
2079	0.6497843577
2080	0.6495899016
2081	0.6494449313
2082	0.6491208971
2083	0.6490009557
2084	0.648819299
2085	0.6486241669
2086	0.6484152897
2087	0.6481999258
2088	0.6480509434
2089	0.647742029
2090	0.6476578319
2091	0.6475398683
2092	0.6473386121
2093	0.6470980587
2094	0.6469763431
2095	0.6469210965
2096	0.6468633661
2097	0.6466702155
2098	0.6464899055
2099	0.6463671229
2100	0.6462283034
2101	0.646078424
2102	0.6459171727
2103	0.6457963464
2104	0.645667444
2105	0.6454634177
2106	0.6452509001
2107	0.6451917294
2108	0.6449921285
2109	0.6447887533
2110	0.6446070115
2111	0.6444604477
2112	0.6443178094
2113	0.644169241
2114	0.6439949909
2115	0.6437893944
2116	0.6435424568
2117	0.6432338874
2118	0.6430277094
2119	0.6428452294
2120	0.6426839636
2121	0.6425702246
2122	0.6423662268
2123	0.6422572209
2124	0.6421011685
2125	0.6419205241
2126	0.641456814
2127	0.6412403859
2128	0.6410181398
2129	0.6408816934
2130	0.6407477339
2131	0.6406421487
2132	0.6403779113
2133	0.6401242585
2134	0.6399696314
2135	0.6398331462
2136	0.6397120187
2137	0.639456563
2138	0.6392870789
2139	0.6390880184
2140	0.6389500998
2141	0.6388086014
2142	0.6386185462
2143	0.6382611932
2144	0.6380220944
2145	0.637695378
2146	0.6374506788
2147	0.6372622174
2148	0.6370788947
2149	0.6367763232
2150	0.636507291
2151	0.6363178695
2152	0.6361780325
2153	0.6359857398
2154	0.6358327566
2155	0.6355405642
2156	0.6353179322
2157	0.6352004809
2158	0.6350156096
2159	0.6348444265
2160	0.6347083712
2161	0.6343541904
2162	0.6341557031
2163	0.6340341532
2164	0.6338409993
2165	0.6337342032
2166	0.6336436677
2167	0.6334561789
2168	0.6330603775
2169	0.632861025
2170	0.6327837957
2171	0.6326674733
2172	0.6324989506
2173	0.6323699289
2174	0.6322313051
2175	0.6321292191
2176	0.6319636596
2177	0.631638882
2178	0.631507018
2179	0.631379953
2180	0.6312844382
2181	0.6310947126
2182	0.6309349333
2183	0.6308174383
2184	0.6306373695
2185	0.6304196292
2186	0.6303076752
2187	0.6301191406
2188	0.6298467103
2189	0.6296750902
2190	0.6295721408
2191	0.629365902
2192	0.6292825595
2193	0.6291774925
2194	0.6289598518
2195	0.6288410459
2196	0.6287602974
2197	0.6285881637
2198	0.6285251417
2199	0.6283713006
2200	0.6282370849
2201	0.628142788
2202	0.628022413
2203	0.6278345982
2204	0.6276638063
2205	0.6273812882
2206	0.6270492187
2207	0.6269611102
2208	0.6267952178
2209	0.626617594
2210	0.6264332981
2211	0.6261345037
2212	0.6259536655
2213	0.6258275448
2214	0.6256185399
2215	0.6254434228
2216	0.6253357256
2217	0.6251513458
2218	0.6249858721
2219	0.6247983351
2220	0.6246901206
2221	0.6243889431
2222	0.6241411845
2223	0.6239190773
2224	0.6236823843
2225	0.6234718883
2226	0.6232709058
2227	0.6230242117
2228	0.6229300337
2229	0.6228230923
2230	0.6227126963
2231	0.6224123165
2232	0.6222496861
2233	0.6221244474
2234	0.6219075357
2235	0.6217173621
2236	0.621622714
2237	0.6214379264
2238	0.6213625057
2239	0.6212791702
2240	0.6210429077
2241	0.6208412183
2242	0.6205863371
2243	0.6203670993
2244	0.6202653721
2245	0.6200963182
2246	0.6199199477
2247	0.6198161622
2248	0.6196355403
2249	0.619486788
2250	0.6192938262
2251	0.6191241595
2252	0.618997152
2253	0.6187012744
2254	0.6185425688
2255	0.6183836594
2256	0.6182171208
2257	0.6179792814
2258	0.61781304
2259	0.6175329
2260	0.6172761164
2261	0.6171261287
2262	0.6169423815
2263	0.6168154996
2264	0.6166485688
2265	0.6164181512
2266	0.6161976091
2267	0.6159954263
2268	0.6158558788
2269	0.6157571328
2270	0.6155818336
2271	0.6154378045
2272	0.6153173734
2273	0.6151426813
2274	0.6150394411
2275	0.6149063326
2276	0.614747015
2277	0.6146029181
2278	0.6144673874
2279	0.6142277597
2280	0.6140696813
2281	0.6139243845
2282	0.613765693
2283	0.613452814
2284	0.6132640311
2285	0.6131384151
2286	0.6129785353
2287	0.6129186738
2288	0.6127270635
2289	0.6126190349
2290	0.6125201559
2291	0.6123991627
2292	0.6122905162
2293	0.6121204792
2294	0.6119023975
2295	0.6117806897
2296	0.6116936891
2297	0.6115343927
2298	0.6114267362
2299	0.6112555455
2300	0.6110122566
2301	0.6108141025
2302	0.6107088638
2303	0.6105698263
2304	0.6104543756
2305	0.61027549
2306	0.6101501498
2307	0.6098723089
2308	0.6097142461
2309	0.6096150823
2310	0.6095340442
2311	0.6093679985
2312	0.609278399
2313	0.6090910004
2314	0.6089384687
2315	0.6087809412
2316	0.6086788641
2317	0.6084280841
2318	0.6081881772
2319	0.6079580553
2320	0.6078616696
2321	0.6076797311
2322	0.6073968995
2323	0.6072080614
2324	0.6071216822
2325	0.6068790815
2326	0.60665669
2327	0.6064476765
2328	0.6063046883
2329	0.6061712351
2330	0.6060761595
2331	0.6058330397
2332	0.605562037
2333	0.6053915778
2334	0.6052329201
2335	0.6049413489
2336	0.6047253193
2337	0.6045742696
2338	0.6045076341
2339	0.6043977527
2340	0.604239925
2341	0.6040780476
2342	0.6037946739
2343	0.6036152034
2344	0.6034728764
2345	0.6033216088
2346	0.6031699386
2347	0.6030019425
2348	0.6029219983
2349	0.6028253876
2350	0.6025461176
2351	0.6022553699
2352	0.6021230295
2353	0.6019742007
2354	0.6018613893
2355	0.6016975053
2356	0.601503048
2357	0.6013624124
2358	0.601120942
2359	0.6009533009
2360	0.6008529249
2361	0.600762616
2362	0.6006651902
2363	0.6005314095
2364	0.6003142345
2365	0.6001081862
2366	0.600024812
2367	0.5998583376
2368	0.5997487449
2369	0.5996083605
2370	0.5995464703
2371	0.5993878958
2372	0.599282281
2373	0.5991173367
2374	0.5988154501
2375	0.5986693927
2376	0.5985886669
2377	0.5984098922
2378	0.5983227256
2379	0.5981184425
2380	0.5980213046
2381	0.5977755424
2382	0.5976674701
2383	0.5975840014
2384	0.5973156717
2385	0.5972075242
2386	0.5971271712
2387	0.5970547004
2388	0.5969447319
2389	0.5968140146
2390	0.5966124752
2391	0.5964457968
2392	0.5962279186
2393	0.5960892538
2394	0.5959526498
2395	0.5958597571
2396	0.5957125721
2397	0.5955877289
2398	0.5954867655
2399	0.5953962172
2400	0.5952276093
2401	0.5950016606
2402	0.5948985733
2403	0.5947922894
2404	0.5946449673
2405	0.5945739957
2406	0.594397338
2407	0.5942526087
2408	0.5940550694
2409	0.5938527449
2410	0.5937440801
2411	0.5935364739
2412	0.5934610187
2413	0.5932912546
2414	0.5931588138
2415	0.5930587315
2416	0.5928202501
2417	0.5925679253
2418	0.5923432016
2419	0.592124931
2420	0.5919752793
2421	0.5917618588
2422	0.5915665743
2423	0.5913935451
2424	0.5912698116
2425	0.5911829498
2426	0.5909357546
2427	0.590808844
2428	0.5906413335
2429	0.5905182387
2430	0.5903764121
2431	0.5902577639
2432	0.5900950437
2433	0.5900098644
2434	0.5899035807
2435	0.5897698318
2436	0.5896793893
2437	0.5895581561
2438	0.5894016814
2439	0.5892036228
2440	0.5891086168
2441	0.588913716
2442	0.5886767377
2443	0.5884589616
2444	0.5883723889
2445	0.588271209
2446	0.5880853678
2447	0.5879153991
2448	0.5877772821
2449	0.5876490756
2450	0.5875871245
2451	0.5874149587
2452	0.5872589697
2453	0.5871140148
2454	0.5869835477
2455	0.5868342722
2456	0.5867148095
2457	0.5866135406
2458	0.5863593551
2459	0.5862403494
2460	0.5860939237
2461	0.5859315146
2462	0.5858335824
2463	0.5857379911
2464	0.58562638
2465	0.5854876047
2466	0.5853850664
2467	0.5852579481
2468	0.5851574066
2469	0.5849130432
2470	0.5846589938
2471	0.584564402
2472	0.5844218443
2473	0.5843218593
2474	0.5839955791
2475	0.5838745769
2476	0.5837351226
2477	0.5835216919
2478	0.5834341857
2479	0.5833196672
2480	0.5832284907
2481	0.5830589576
2482	0.5828989239
2483	0.5827483119
2484	0.5825937119
2485	0.5824044987
2486	0.5823304014
2487	0.5822128045
2488	0.5821106051
2489	0.581946181
2490	0.581861367
2491	0.5816190906
2492	0.5815436072
2493	0.5814730763
2494	0.5813387553
2495	0.5811670121
2496	0.5810267458
2497	0.5808979343
2498	0.5807937191
2499	0.5806066161
2500	0.5803691779
2501	0.580282678
2502	0.5801800741
2503	0.5800976943
2504	0.5800098468
2505	0.5798810752
2506	0.5797583609
2507	0.579543741
2508	0.5794285894
2509	0.5793310943
2510	0.5792289967
2511	0.5791502573
2512	0.5790618759
2513	0.5788903548
2514	0.5787561597
2515	0.5786322991
2516	0.5785459037
2517	0.5783297825
2518	0.5781840066
2519	0.5780488552
2520	0.5779410959
2521	0.5778427534
2522	0.577662967
2523	0.577553814
2524	0.5774363795
2525	0.5773430387
2526	0.5772708484
2527	0.5770382686
2528	0.5768875352
2529	0.5768111369
2530	0.5766157437
2531	0.5765052177
2532	0.5762762059
2533	0.576108715
2534	0.5758963166
2535	0.5757406272
2536	0.5756200551
2537	0.5755268139
2538	0.5754101849
2539	0.5752765901
2540	0.575188205
2541	0.5750049843
2542	0.5748793639
2543	0.5747631128
2544	0.5746841642
2545	0.5745502061
2546	0.5743221931
2547	0.5741378384
2548	0.5740582496
2549	0.5739491402
2550	0.5738309467
2551	0.5736899539
2552	0.5735623886
2553	0.5734513244
2554	0.5733451382
2555	0.5731848798
2556	0.5730703977
2557	0.5729695065
2558	0.5728478277
2559	0.572709365
2560	0.5724694853
2561	0.5723912754
2562	0.572219036
2563	0.572132501
2564	0.5720021583
2565	0.5718931861
2566	0.5717338874
2567	0.5716193913
2568	0.5714894208
2569	0.5713801024
2570	0.5712519312
2571	0.5711868415
2572	0.5709711051
2573	0.5708864347
2574	0.5707525461
2575	0.5705327518
2576	0.5704427163
2577	0.5702850767
2578	0.5701818958
2579	0.5699828284
2580	0.5698568685
